Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
1,1,50,1,2,594,1,1,1,1,2,4,5,5,5,5,5,5,5,4,0,0.0
1,1,60,1,1,1448,5,1,1,1,4,5,4,4,3,4,3,5,3,4,0,0.0
1,0,30,1,1,404,3,4,3,4,3,3,3,3,3,5,4,2,4,3,24,17.0
1,1,47,1,2,2625,3,3,3,3,4,5,5,4,4,4,4,4,4,4,0,0.0
0,1,46,1,2,986,5,5,3,5,5,5,5,3,3,3,3,4,3,3,41,9.0
1,1,39,1,0,1476,4,1,1,1,4,4,4,4,1,4,3,5,5,4,0,0.0
1,0,24,1,2,184,0,0,0,5,2,0,2,2,3,2,4,4,4,2,0,0.0
0,1,57,0,1,1085,3,4,2,3,1,3,3,1,1,2,1,2,1,1,0,54.0
0,1,53,0,1,345,3,5,3,2,5,5,5,3,3,3,3,3,3,5,25,24.0
0,1,46,1,2,2115,3,1,1,1,5,4,4,3,3,3,3,4,3,4,27,27.0
0,1,18,1,2,1448,1,1,1,1,4,4,4,4,5,3,3,1,2,4,0,15.0
0,1,70,0,1,852,4,4,4,5,5,4,4,3,3,4,1,5,3,5,7,0.0
0,1,43,1,2,3270,1,1,1,1,5,4,5,5,5,5,5,3,5,4,2,0.0
0,1,35,1,1,1242,3,1,1,1,3,3,3,3,2,1,1,1,1,3,0,0.0
1,1,55,1,2,239,5,5,5,5,5,4,5,5,5,5,5,3,5,5,0,10.0
0,1,41,1,0,789,4,1,1,1,5,2,5,4,4,4,4,1,4,5,0,0.0
1,1,45,1,2,597,5,5,5,5,4,3,3,5,5,5,5,5,5,2,2,16.0
1,1,46,1,2,2192,1,1,1,1,4,5,5,2,2,2,2,4,2,5,3,3.0
0,1,9,0,1,1089,5,4,5,5,2,5,2,2,3,5,4,2,2,2,0,0.0
0,1,22,0,2,235,2,4,2,1,2,2,2,2,4,3,5,3,4,2,52,41.0
0,1,11,0,2,1521,4,1,4,4,4,4,4,4,2,1,3,3,4,4,0,11.0
1,1,64,0,1,366,3,5,3,2,1,3,1,1,5,1,1,3,4,1,2,0.0
1,1,47,1,2,1721,3,4,3,4,2,3,4,3,3,3,3,3,3,2,0,0.0
1,1,18,0,1,844,2,4,2,1,1,2,1,1,4,5,4,3,5,1,0,0.0
0,1,35,1,1,604,3,1,2,2,3,3,3,3,3,2,3,3,3,3,0,0.0
1,1,46,0,2,762,3,4,3,4,3,5,4,1,1,3,1,4,1,3,40,66.0
1,1,45,0,1,1747,4,4,4,3,5,4,5,5,3,2,4,2,3,5,127,123.0
0,0,33,1,0,198,4,4,4,4,4,1,4,4,4,4,3,4,3,4,165,165.0
0,1,17,0,1,925,2,3,2,4,3,2,5,3,2,3,4,5,5,3,0,0.0
0,1,59,0,1,2176,4,3,4,2,4,3,3,1,1,4,1,4,1,2,0,14.0
0,0,42,1,2,696,3,3,3,1,5,3,5,5,3,3,5,3,4,5,47,52.0
0,0,25,1,1,195,3,4,3,3,3,4,4,3,1,3,4,4,3,4,382,392.0
0,0,28,1,2,1797,4,4,4,3,3,4,3,3,4,4,3,3,5,3,0,0.0
0,1,39,1,1,955,1,0,0,3,5,0,5,5,4,1,3,4,2,5,18,26.0
1,1,9,0,1,359,3,4,3,3,3,3,3,3,3,4,5,3,5,3,39,43.0
1,0,17,1,0,395,2,3,2,2,1,2,1,1,1,3,5,3,2,1,0,0.0
1,1,34,1,2,3916,5,5,5,5,2,5,5,4,4,4,4,3,4,5,1,0.0
1,1,43,1,2,3302,2,2,2,2,4,2,4,3,3,4,3,2,3,3,4,5.0
0,1,11,0,1,461,1,5,1,2,1,1,1,1,5,3,5,3,5,1,0,0.0
1,1,43,1,2,731,2,3,3,3,1,3,3,2,2,2,2,2,2,2,62,77.0
1,1,48,1,2,3045,5,5,5,5,3,4,4,5,5,5,5,3,5,5,0,0.0
1,1,49,1,2,929,2,2,2,2,2,4,5,5,5,5,5,5,5,5,32,20.0
0,1,30,1,2,1545,3,3,4,3,5,5,5,5,2,4,5,2,5,5,0,11.0
1,1,53,1,2,3206,4,5,5,5,2,3,3,4,4,4,4,3,4,3,14,39.0
0,1,57,0,1,373,3,0,3,4,3,4,5,1,1,3,1,4,1,5,0,0.0
1,1,25,0,2,189,1,4,1,3,1,1,1,1,2,1,4,3,3,1,3,0.0
1,1,38,1,0,102,3,2,2,2,3,3,3,3,4,3,3,2,3,3,0,10.0
0,1,60,1,2,3752,1,1,1,1,5,5,4,4,4,4,4,4,4,5,18,24.0
0,1,37,1,2,2114,1,2,2,2,5,4,3,1,1,1,1,3,1,1,64,50.0
0,0,24,1,1,558,1,4,1,3,1,1,1,1,3,3,4,1,3,1,22,18.0
1,1,61,0,1,2419,0,5,0,4,4,0,4,4,5,5,3,3,5,4,2,0.0
1,0,22,1,1,337,0,0,0,1,3,0,3,3,5,4,1,1,1,3,18,33.0
0,1,39,1,2,882,2,5,5,5,5,4,3,2,2,2,2,1,2,2,30,13.0
1,1,37,0,1,187,2,4,2,4,5,2,2,5,5,5,5,5,4,5,0,0.0
1,1,55,1,2,1541,4,4,4,4,4,5,5,3,3,3,3,5,3,3,0,4.0
0,0,25,1,1,1389,3,3,3,3,5,3,5,5,1,2,4,3,3,5,17,0.0
0,1,35,0,1,584,2,5,2,3,3,2,3,3,3,4,5,4,5,3,0,0.0
1,1,13,1,2,3532,2,5,5,5,2,1,2,2,2,1,4,2,3,2,0,0.0
1,1,47,1,2,102,2,2,2,2,5,4,5,4,4,4,4,3,4,3,0,1.0
0,0,32,1,2,417,4,4,4,4,1,4,1,1,4,4,4,5,4,1,0,0.0
1,1,58,0,1,237,1,4,1,1,5,1,5,5,3,3,2,1,4,5,0,0.0
0,1,51,1,2,328,2,2,2,2,2,5,4,5,5,5,5,3,5,3,0,0.0
0,0,61,0,1,1303,3,4,3,3,4,3,4,4,3,4,4,3,5,4,89,88.0
0,0,19,1,2,1085,4,0,4,4,4,4,4,4,3,3,4,3,4,4,0,0.0
1,1,44,1,1,992,4,4,4,4,5,4,5,5,3,1,4,1,3,5,0,24.0
0,1,45,1,2,1090,2,2,2,2,5,5,5,5,5,5,5,5,5,5,10,4.0
0,1,13,0,1,1533,2,4,2,5,3,2,5,3,3,4,3,3,5,3,10,3.0
1,1,31,1,2,1597,1,5,5,5,1,1,1,1,3,2,2,1,3,1,0,0.0
0,1,49,0,1,986,0,4,0,4,2,3,4,5,5,0,1,1,5,1,0,0.0
1,1,33,1,2,406,4,3,3,3,4,4,4,4,1,4,4,4,4,4,13,12.0
0,1,38,0,1,240,1,4,1,3,1,1,1,1,3,1,4,4,4,1,55,59.0
1,0,39,1,1,1009,4,5,5,3,5,5,5,5,3,2,4,1,3,5,0,0.0
1,1,39,1,2,3528,2,2,3,2,3,5,4,4,4,5,4,3,4,5,0,0.0
0,1,48,1,1,296,3,3,3,3,5,4,4,3,3,3,3,4,3,1,1,1.0
0,1,66,1,1,758,3,5,5,5,5,4,1,3,3,3,3,3,3,3,0,0.0
1,1,28,0,1,738,3,4,2,4,4,2,3,4,3,4,4,3,5,4,7,2.0
1,1,65,1,2,258,1,4,4,4,5,4,3,1,1,1,1,3,1,3,64,60.0
1,1,48,1,2,2378,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0.0
1,1,10,0,1,216,1,2,1,4,1,1,1,1,2,4,3,1,3,1,0,2.0
1,1,55,1,2,255,1,2,3,3,2,3,4,1,1,1,1,1,1,3,0,0.0
0,1,41,1,2,2911,5,5,5,5,2,5,4,4,4,4,5,4,4,5,0,0.0
1,1,25,0,1,338,1,4,1,3,4,1,4,4,1,4,4,4,3,4,0,0.0
0,1,32,0,1,460,3,2,3,3,2,3,2,2,1,4,4,2,4,2,0,5.0
0,1,24,1,2,359,1,3,3,3,1,2,1,1,1,5,4,4,3,1,0,9.0
0,0,18,1,1,594,3,2,3,3,3,3,5,3,4,3,3,1,4,3,7,21.0
0,1,60,0,2,2611,2,4,2,1,2,1,3,2,1,4,4,3,2,3,0,0.0
1,1,63,0,1,109,1,3,0,4,2,0,2,2,3,5,1,1,1,2,114,105.0
1,1,28,0,0,1189,1,4,1,3,4,1,4,4,4,5,4,5,5,4,0,0.0
0,1,51,1,2,2402,4,4,4,4,5,4,4,2,2,2,2,3,2,3,4,0.0
0,1,38,0,2,783,3,4,3,2,2,4,4,3,3,3,3,5,3,4,27,22.0
0,1,21,0,1,1154,3,4,3,3,3,3,2,3,5,4,4,3,4,3,0,0.0
1,1,19,1,2,1416,3,3,3,3,4,4,4,4,3,5,4,3,4,4,0,0.0
1,1,68,0,1,448,3,4,3,2,3,3,5,3,4,2,2,2,4,3,0,0.0
1,1,25,1,0,338,4,4,4,4,4,4,2,4,2,3,3,1,3,4,3,0.0
1,1,41,1,2,1635,3,3,3,3,4,5,5,5,5,5,5,3,5,3,0,0.0
1,1,31,0,1,1607,1,4,1,4,5,1,3,5,3,3,4,5,4,5,0,0.0
1,1,37,0,1,804,2,5,2,4,1,2,1,1,5,4,3,1,2,1,10,1.0
1,1,35,1,2,1475,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0.0
1,1,43,0,1,759,3,5,3,2,1,3,1,1,3,5,4,4,4,1,0,0.0
1,1,58,0,1,507,2,4,2,4,3,2,4,3,5,4,4,4,4,3,0,0.0
1,1,53,1,2,667,4,4,4,4,3,5,4,5,5,5,5,5,5,3,10,24.0
1,1,17,1,1,209,2,4,4,4,2,2,1,2,4,2,3,3,3,2,0,0.0
1,1,33,0,1,874,1,1,1,3,1,1,1,1,3,3,3,4,4,1,0,0.0
0,0,23,1,2,337,0,0,0,1,5,0,4,5,5,3,5,5,4,5,3,0.0
1,1,59,1,2,1919,3,3,3,3,2,5,5,2,2,2,2,5,2,5,34,33.0
0,1,33,1,1,160,5,1,1,1,5,5,5,5,5,4,3,5,4,5,0,0.0
1,0,16,1,1,432,1,1,1,4,2,1,2,2,4,3,3,2,4,2,0,17.0
0,1,39,1,2,918,4,4,4,4,2,4,5,4,4,5,4,3,4,5,0,0.0
1,1,69,1,1,373,3,1,5,1,3,3,3,3,3,3,2,3,3,3,48,60.0
0,1,25,1,2,3026,3,3,1,3,3,3,3,3,1,1,4,3,4,3,0,0.0
0,1,29,1,2,1947,2,2,2,2,5,5,5,5,3,3,5,4,5,5,0,0.0
0,1,57,0,1,209,2,1,2,2,1,3,3,5,5,2,5,4,5,1,0,0.0
1,1,45,1,2,3806,3,3,3,3,2,4,4,4,4,4,4,3,4,4,0,0.0
0,1,67,1,2,3764,3,5,5,5,2,3,2,3,3,3,3,3,3,1,36,33.0
0,1,34,1,2,861,2,2,2,2,5,4,4,4,4,4,4,3,4,5,0,0.0
0,0,49,1,2,964,5,5,5,5,5,5,5,5,5,4,5,5,4,5,0,0.0
1,1,36,0,1,1788,1,2,1,4,3,1,3,3,1,2,2,2,4,3,3,0.0
0,1,35,1,0,526,1,2,2,2,1,1,1,1,4,4,4,1,4,1,0,0.0
1,1,28,1,0,912,3,1,5,1,3,3,3,3,3,3,3,3,3,3,0,0.0
1,0,20,1,1,867,4,4,4,3,3,4,3,3,3,5,1,5,3,3,0,7.0
0,1,21,0,1,368,3,3,3,3,3,3,3,3,2,4,1,2,3,3,16,10.0
0,1,37,1,2,1591,1,1,1,1,1,1,4,4,4,4,4,4,4,3,0,0.0
0,1,30,0,1,1590,5,1,5,4,4,5,3,4,1,1,3,4,4,4,0,0.0
1,1,50,1,2,3610,4,4,4,4,5,5,5,5,5,5,5,4,5,4,0,0.0
1,0,25,1,2,859,1,4,1,1,5,1,5,5,4,4,5,5,5,5,0,0.0
0,1,33,1,2,3088,2,1,5,5,3,3,2,2,2,2,2,4,2,4,6,15.0
0,1,8,1,2,697,2,2,2,2,5,5,5,5,3,4,5,5,5,5,2,2.0
1,1,13,0,1,226,2,3,2,3,2,2,2,2,4,1,1,4,2,2,4,0.0
0,1,37,1,2,1993,2,2,2,2,2,5,5,4,4,4,4,4,4,4,14,14.0
0,1,54,1,2,2788,2,4,4,4,2,4,4,2,2,2,2,2,2,3,9,14.0
0,1,48,1,2,3183,2,2,3,2,3,5,4,5,5,5,5,3,5,4,8,0.0
1,1,38,1,0,589,4,4,5,4,4,4,4,4,1,5,3,1,4,4,49,25.0
0,1,8,1,0,802,1,2,5,2,1,1,1,1,1,4,3,2,3,1,0,0.0
1,1,37,1,1,125,4,4,4,4,4,4,4,4,3,5,5,3,3,4,5,9.0
1,1,14,0,1,2378,2,5,2,2,2,2,2,2,4,4,4,5,4,2,30,40.0
0,1,41,1,2,270,0,0,0,4,3,5,4,4,4,4,4,4,4,4,27,27.0
0,1,43,1,2,2641,5,5,4,5,2,5,5,4,4,4,4,5,4,3,0,0.0
0,1,33,0,1,349,1,4,1,4,3,1,5,3,5,4,5,5,4,3,35,30.0
1,1,30,1,1,129,2,1,1,1,2,2,2,2,2,2,3,4,3,2,0,0.0
0,1,61,0,1,852,3,4,3,3,1,4,4,4,4,3,4,4,4,4,69,70.0
0,1,44,1,2,1607,1,2,2,2,5,4,4,3,3,3,1,1,3,4,4,0.0
1,1,56,0,1,1747,3,1,3,4,4,3,4,4,3,5,3,1,3,4,20,3.0
0,1,26,1,2,3750,1,1,1,1,5,5,5,5,3,3,5,5,4,5,0,0.0
1,1,19,1,1,101,5,1,1,1,5,5,4,5,4,5,1,4,4,5,0,5.0
1,1,56,1,2,190,0,5,1,3,1,1,1,4,4,4,4,1,4,2,0,0.0
0,0,42,1,2,883,3,3,3,3,3,3,4,3,5,2,4,3,4,3,22,27.0
1,1,21,0,1,907,1,5,1,3,1,2,2,5,4,4,4,2,4,2,134,116.0
1,1,11,0,1,337,4,5,2,5,2,2,2,2,3,4,4,5,4,2,0,0.0
1,1,36,1,2,3753,2,2,2,2,4,4,4,3,3,4,3,2,3,2,92,88.0
1,1,31,1,2,655,4,4,4,4,5,5,5,5,5,3,5,5,5,5,24,26.0
1,1,24,1,2,1440,4,4,4,4,5,5,5,5,3,4,5,3,5,5,17,23.0
1,1,39,1,2,3057,2,2,2,2,4,5,5,3,3,3,3,4,3,5,0,0.0
1,1,33,1,1,209,4,4,4,4,4,4,4,4,3,3,4,3,5,4,0,0.0
0,1,16,0,1,1246,2,4,2,5,2,2,3,2,4,5,4,3,5,2,0,0.0
0,1,42,1,2,404,4,4,4,4,2,5,5,4,4,4,4,3,4,4,0,0.0
1,1,31,0,1,1598,1,5,0,1,3,0,3,3,4,5,4,4,5,3,46,50.0
0,1,25,1,1,936,3,5,5,5,3,3,4,3,2,4,3,3,3,3,21,16.0
0,0,22,1,2,255,0,0,0,1,5,0,5,5,5,3,4,3,5,5,0,0.0
0,1,39,1,2,3254,5,5,5,5,3,4,4,4,4,4,4,5,4,3,0,0.0
0,0,22,1,1,216,2,0,1,2,2,1,2,2,4,5,5,4,4,2,3,1.0
1,1,37,0,1,432,4,4,4,1,2,4,1,2,5,2,5,4,4,2,103,103.0
1,1,68,0,1,463,1,3,5,5,5,5,5,5,5,3,2,5,3,5,0,0.0
1,1,43,1,1,224,2,5,1,5,3,2,3,3,1,4,2,2,3,3,0,0.0
0,1,42,1,2,1744,5,5,5,5,4,4,5,4,4,4,4,4,4,5,23,15.0
1,1,56,1,2,1855,1,1,1,1,2,4,4,3,3,3,3,5,3,4,8,0.0
0,1,34,1,2,2422,3,3,3,3,2,5,5,4,4,4,4,1,4,4,34,29.0
1,1,42,1,2,1379,1,4,4,4,2,4,3,1,1,1,1,2,1,3,0,0.0
1,1,24,1,2,599,2,2,2,2,2,2,2,3,3,4,4,2,5,2,172,156.0
0,0,42,1,1,692,5,5,5,5,5,5,5,5,4,1,5,2,1,5,0,0.0
1,1,31,1,1,1535,5,2,2,2,5,5,5,5,2,3,1,1,3,5,0,0.0
0,1,8,0,1,544,4,4,4,4,4,4,4,4,1,3,4,2,3,4,0,5.0
0,0,17,1,1,949,4,4,4,1,1,4,1,1,2,3,5,5,4,1,0,0.0
1,0,43,1,1,575,2,4,2,4,1,2,1,1,1,3,4,3,4,1,0,13.0
0,1,62,1,1,106,5,3,3,3,1,4,3,5,5,5,5,3,5,2,0,0.0
1,1,7,0,0,482,1,5,1,4,2,1,1,2,1,4,2,4,4,2,0,0.0
0,1,71,1,2,3465,1,0,0,3,2,4,3,5,5,0,1,1,5,1,0,12.0
1,0,55,1,1,209,3,0,3,4,5,3,5,5,2,1,4,3,1,5,0,0.0
1,1,26,1,1,1448,4,4,4,4,4,4,3,4,2,1,5,5,5,4,0,0.0
0,0,29,1,0,868,2,2,2,4,3,2,3,3,3,4,3,2,3,3,0,0.0
0,1,53,0,1,116,2,3,2,3,3,2,2,5,5,2,5,2,5,4,72,66.0
0,1,31,1,2,624,2,2,2,2,2,2,2,2,2,5,3,1,4,2,0,0.0
1,1,39,1,2,822,5,5,5,5,5,4,4,4,4,4,4,5,4,3,0,0.0
1,1,50,1,2,447,3,1,1,1,5,3,3,3,3,2,3,2,3,3,0,1.0
1,1,26,0,1,1464,1,4,1,1,1,1,5,5,5,3,5,5,3,5,238,255.0
0,1,34,1,2,1657,3,3,3,3,4,5,5,4,4,4,4,4,4,5,7,7.0
1,1,54,1,2,333,4,4,4,4,2,4,5,5,5,5,5,5,5,5,0,0.0
1,1,59,0,1,1008,2,5,2,3,5,2,5,5,3,4,5,3,5,5,27,17.0
0,1,36,0,1,1533,3,4,3,3,1,3,1,1,4,3,4,3,4,1,1,0.0
1,1,41,1,2,696,3,3,3,3,2,5,5,5,5,5,5,3,5,4,61,55.0
1,0,27,1,2,229,2,2,2,1,4,2,4,4,1,3,1,5,1,4,0,0.0
1,1,34,0,1,409,3,5,3,2,1,3,1,1,5,5,5,4,4,1,0,0.0
1,1,64,0,1,607,4,4,4,3,3,4,3,3,5,2,5,3,5,3,56,33.0
0,1,29,0,1,369,2,1,5,3,5,5,5,5,2,4,3,4,3,5,0,0.0
0,1,60,1,2,2710,4,4,2,4,4,4,4,3,3,3,3,5,3,5,15,0.0
1,1,32,1,2,3386,4,4,4,4,4,4,4,4,3,4,4,4,4,4,0,4.0
0,1,38,1,0,1064,3,3,3,3,3,3,3,3,4,1,3,1,3,3,7,1.0
1,1,42,1,1,927,4,3,3,3,4,4,4,4,3,1,3,4,4,4,12,21.0
0,1,52,1,2,862,1,1,3,1,3,4,4,5,5,5,5,3,5,5,34,30.0
0,0,23,1,2,341,0,0,0,4,1,0,1,1,5,4,4,5,4,1,29,14.0
1,1,40,1,2,950,1,1,1,1,4,5,5,5,5,5,5,5,5,5,0,4.0
0,1,55,0,1,332,1,2,1,3,4,4,4,2,2,1,3,2,2,1,0,0.0
0,1,7,0,1,888,3,1,3,3,5,3,5,5,3,5,3,3,4,5,1,23.0
0,0,22,1,1,1086,1,1,1,3,5,1,5,5,2,3,3,3,4,5,0,0.0
1,1,61,0,1,1660,3,4,4,5,1,4,1,1,5,3,4,3,5,1,0,20.0
0,1,41,1,1,329,4,3,3,3,4,4,4,4,3,1,2,5,4,4,0,0.0
1,1,17,0,1,862,3,5,3,2,4,3,4,4,5,4,5,3,5,4,10,30.0
0,1,22,1,2,1932,4,4,4,4,3,4,3,3,5,4,4,5,4,3,17,2.0
0,1,52,0,0,794,3,4,3,5,2,4,5,2,2,3,2,3,2,4,0,0.0
1,1,48,1,1,451,4,2,2,2,4,4,4,4,1,4,2,5,1,4,0,0.0
1,1,41,1,2,1874,2,1,1,1,1,2,3,2,2,2,2,1,2,3,84,69.0
0,1,59,1,1,954,1,3,4,3,2,2,3,1,1,1,1,2,1,4,62,42.0
0,1,20,0,1,577,2,4,1,4,3,1,3,3,4,4,3,3,4,3,5,0.0
1,1,46,1,2,1956,4,4,4,4,3,3,4,3,3,4,3,5,3,5,5,0.0
0,1,24,0,1,546,4,2,4,3,1,4,1,1,1,1,4,2,3,1,0,0.0
1,1,55,1,2,1021,1,2,2,2,5,4,3,1,1,1,1,2,1,1,0,0.0
0,1,57,1,2,599,4,4,4,4,5,5,4,5,5,5,5,3,5,5,0,1.0
0,1,45,1,2,395,1,1,1,1,2,4,5,4,4,5,4,3,4,3,56,49.0
1,1,46,1,2,592,2,4,4,4,1,3,4,2,2,3,2,2,2,4,0,0.0
1,1,52,0,1,1044,2,2,2,3,5,2,5,5,2,2,2,4,3,5,0,0.0
1,0,20,1,1,391,4,1,4,4,4,4,4,4,3,1,4,3,3,4,29,48.0
0,1,12,0,1,1072,2,4,2,4,4,2,2,4,1,5,1,5,1,4,0,0.0
1,1,44,1,2,1738,5,5,5,5,3,5,5,5,5,5,5,5,5,3,8,6.0
1,1,56,1,2,2117,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0
0,1,22,1,2,2612,3,3,3,3,5,5,5,5,5,5,5,3,4,5,12,8.0
0,1,57,1,2,3945,1,1,5,1,3,4,4,4,4,4,4,5,4,5,0,0.0
0,1,37,1,1,1249,5,2,2,2,5,5,5,5,2,2,4,3,4,5,0,10.0
1,1,8,1,2,1744,3,1,2,1,3,3,3,3,4,2,3,4,3,3,0,0.0
1,1,48,1,1,954,5,4,4,4,5,5,5,5,5,5,1,1,3,5,0,0.0
0,1,23,0,1,569,3,4,3,1,3,3,1,3,5,3,5,3,5,3,0,0.0
1,1,45,1,0,347,5,4,4,4,5,5,5,5,5,5,4,5,2,5,0,0.0
1,1,30,1,2,3980,3,3,1,3,3,3,3,3,3,2,4,1,2,3,15,17.0
0,1,53,0,0,229,2,4,2,2,2,5,5,3,3,2,3,4,3,5,27,19.0
1,1,54,1,2,447,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,8.0
0,1,31,1,2,1813,2,4,4,4,2,2,2,2,3,1,4,1,4,2,0,3.0
0,0,23,1,1,289,2,4,2,1,4,2,1,4,3,3,4,4,4,4,0,0.0
0,1,31,1,2,1075,2,2,2,2,4,4,4,4,3,1,2,5,5,4,0,11.0
0,1,62,0,1,1430,3,2,4,4,3,4,4,2,2,4,2,1,2,3,0,0.0
1,1,31,1,2,2279,3,3,3,3,4,5,4,4,5,3,4,3,4,4,0,0.0
0,0,40,1,2,363,4,4,4,4,4,4,4,4,2,1,3,3,3,4,115,109.0
0,1,51,1,2,446,2,2,2,2,5,4,5,4,4,4,4,3,4,4,0,0.0
0,1,52,1,2,2013,3,3,3,3,1,4,5,5,5,5,5,3,5,5,0,0.0
0,1,80,1,2,2612,1,1,1,1,5,4,4,4,4,4,4,4,4,4,0,3.0
1,1,28,0,1,472,4,4,4,5,2,4,2,2,3,2,5,4,4,2,28,30.0
0,1,71,1,2,3064,1,3,3,3,5,3,3,2,2,2,1,3,2,1,0,0.0
0,1,33,1,2,2565,2,4,4,4,5,4,4,2,2,2,2,2,2,1,0,0.0
1,1,23,0,1,199,2,5,0,5,5,0,5,5,1,5,2,4,2,5,20,29.0
0,1,56,1,2,711,2,2,2,2,2,5,4,3,3,4,3,5,3,5,0,0.0
0,0,25,1,2,214,5,4,5,3,2,5,2,2,5,5,4,4,4,2,0,1.0
0,1,55,1,2,3482,4,4,4,4,4,5,4,5,2,5,5,4,4,4,135,167.0
0,1,56,0,0,349,2,4,2,3,3,3,1,4,4,2,4,3,4,4,5,0.0
1,1,56,0,1,968,3,4,3,1,5,3,5,5,3,2,4,4,4,5,0,0.0
0,0,27,1,1,719,2,2,2,4,5,2,3,5,3,1,4,3,4,5,0,5.0
1,1,28,1,2,3719,3,3,3,3,5,5,5,5,4,3,5,4,4,5,32,15.0
0,1,45,1,2,1758,4,4,4,4,5,4,4,5,5,5,5,3,5,3,0,0.0
0,1,60,1,2,3641,1,1,3,1,3,4,5,4,4,4,4,4,4,5,0,0.0
1,1,49,1,0,1464,5,5,2,2,5,5,5,5,5,1,3,3,5,5,21,15.0
0,1,13,0,1,1056,4,5,4,2,3,4,3,3,3,2,4,3,5,3,89,89.0
1,1,67,1,2,2726,1,2,3,2,2,3,4,1,1,1,1,3,1,2,2,17.0
1,1,32,1,1,259,5,3,3,3,5,5,5,5,1,3,2,3,3,5,61,55.0
1,1,59,0,1,246,4,5,4,3,5,4,5,5,3,3,3,3,4,5,0,0.0
0,1,45,0,1,179,1,4,0,3,0,4,5,4,5,4,4,5,4,5,139,146.0
0,0,26,1,1,533,1,0,2,3,2,2,2,2,5,2,3,3,4,2,0,9.0
1,1,14,0,1,867,3,5,3,5,4,3,4,4,2,2,4,4,5,4,0,0.0
1,1,47,1,1,141,5,3,3,3,5,5,5,3,2,5,5,5,4,5,142,158.0
0,1,59,1,2,812,2,2,2,2,4,4,5,2,2,2,2,5,2,4,0,3.0
0,0,23,1,1,187,1,3,1,4,2,1,2,2,3,4,4,1,4,2,16,14.0
0,1,31,0,1,731,2,5,2,1,1,2,1,1,4,3,3,4,5,1,0,0.0
0,1,23,0,1,386,2,5,2,4,4,2,4,4,3,2,4,3,4,4,44,36.0
1,1,50,1,1,966,5,2,2,2,5,5,5,5,4,3,4,2,2,5,0,0.0
0,1,44,1,2,2211,1,1,1,1,5,4,4,2,2,2,2,3,2,4,0,5.0
0,1,10,0,1,287,3,3,3,5,3,2,2,5,2,5,4,2,2,2,159,180.0
0,1,7,0,1,936,3,2,3,3,3,3,5,3,4,5,3,4,3,3,18,22.0
1,1,55,0,1,451,4,4,4,3,4,4,4,4,3,3,4,4,5,4,0,0.0
1,1,42,1,2,3609,5,5,5,5,4,5,5,4,4,4,4,5,4,5,0,0.0
1,1,66,1,1,425,3,2,2,2,3,3,3,3,3,3,4,1,3,3,0,0.0
0,1,49,0,1,761,3,5,3,5,5,5,5,4,4,3,3,4,4,4,96,107.0
0,1,44,1,2,2614,2,5,4,4,2,2,2,3,2,4,4,2,2,2,0,35.0
1,1,13,0,1,853,1,4,1,4,4,1,4,4,5,2,5,4,4,4,105,122.0
1,0,19,1,1,501,3,3,3,4,3,3,3,3,4,5,4,4,4,3,0,0.0
0,1,36,1,1,946,4,1,1,1,4,4,4,4,5,3,3,1,2,4,0,0.0
0,0,26,1,1,296,1,2,1,3,3,1,3,3,2,4,3,3,4,3,0,0.0
1,0,33,1,2,577,2,2,2,2,2,2,2,2,4,4,4,4,4,2,1,4.0
0,1,26,1,2,2607,3,5,5,5,3,3,3,3,4,3,3,2,4,3,0,0.0
1,1,35,1,1,201,4,3,3,3,4,5,4,4,5,5,3,1,5,4,0,0.0
1,1,59,1,2,1805,2,2,2,2,5,4,5,5,5,5,5,4,5,5,0,0.0
0,1,40,0,1,1416,4,4,4,3,1,4,1,1,2,4,4,1,3,1,129,129.0
0,1,59,1,0,967,3,1,5,1,4,4,4,3,3,3,3,4,3,1,27,10.0
0,1,29,1,2,3586,3,3,5,3,4,4,4,4,4,5,5,5,4,4,53,46.0
1,1,21,0,1,2349,1,2,1,3,1,4,4,4,3,3,2,4,4,4,0,19.0
0,1,49,1,2,261,2,2,2,2,4,2,1,5,5,5,5,3,5,5,0,0.0
1,1,57,0,1,337,2,4,2,5,2,2,3,2,3,4,2,3,5,2,0,0.0
0,1,39,1,2,3701,4,5,5,5,3,2,2,4,4,4,4,4,4,1,42,41.0
1,1,37,0,1,547,1,4,1,4,3,1,3,3,4,3,3,1,4,3,12,5.0
0,1,39,1,0,432,2,2,2,2,2,2,2,2,3,2,2,2,3,2,0,0.0
0,1,55,1,2,296,2,2,2,2,5,5,5,4,4,4,5,5,5,5,172,168.0
0,1,63,0,1,308,2,4,2,2,2,4,4,5,5,5,5,4,4,4,141,128.0
0,1,39,1,2,3968,5,5,3,5,3,5,5,5,5,5,5,3,5,4,0,0.0
1,1,55,1,2,2257,3,1,3,3,4,4,5,4,4,4,4,4,4,4,130,127.0
